title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
World Is Yours (Lil Baby & Gunna),55,10/5/2018,Gunna,https://open.spotify.com/track/0p0jvYdazuWBMC8QacxpUH,Canada,top200,NEW_ENTRY,66580,55,0.834,0.557,6.0,-7.148,1.0,0.543,0.113,0.0,0.0694,0.575,109.867,157199.0,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,52.0,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",85.0
borderline (feat. Missy Elliott),50,8/17/2018,Ariana Grande,https://open.spotify.com/track/4b7mLZQWsy0rLnrMtPA9fQ,Canada,top200,NEW_ENTRY,67072,50,0.761,0.818,6.0,-5.238,0.0,0.0978,0.058,0.0,0.11,0.348,110.99,177533.0,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR,58.0,"['dance pop', 'pop']",91.0
hope is a dangerous thing for a woman like me to have - but I have it,138,1/11/2019,Lana Del Rey,https://open.spotify.com/track/1PfUKiMDKIlPEF9FfdJawc,Canada,top200,NEW_ENTRY,35573,138,0.492,0.144,7.0,-10.125,1.0,0.0708,0.965,1.84e-06,0.161,0.274,164.839,324302.0,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa,0.0,"['art pop', 'pop']",92.0
lonely,117,9/25/2020,Machine Gun Kelly,https://open.spotify.com/track/6EPxapAlha7pEyn5kXgW3R,Canada,top200,NEW_ENTRY,44942,117,0.455,0.728,6.0,-6.62,0.0,0.0749,0.015,4.74e-05,0.111,0.461,165.948,190143.0,https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX,59.0,"['ohio hip hop', 'pop rap']",80.0
the other girl (with Halsey),115,3/20/2020,Kelsea Ballerini,https://open.spotify.com/track/3CS5zwqrjggxlRD0QGJAva,Canada,top200,NEW_ENTRY,40260,111,0.583,0.769,8.0,-4.859,0.0,0.159,0.419,0.0,0.0988,0.785,179.869,201344.0,https://open.spotify.com/artist/3RqBeV12Tt7A8xH3zBDDUF,59.0,"['contemporary country', 'country', 'pop']",76.0
traitor,5,5/21/2021,Olivia Rodrigo,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,Canada,top200,NEW_ENTRY,269345,3,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG,85.0,['pop'],84.0
100 A?os,187,11/20/2017,"Ha*Ash, Prince Royce",https://open.spotify.com/track/1ugI5iU8E5yKoOYMmYbVLE,Chile,top200,NEW_ENTRY,13390,115,0.56,0.754,5.0,-4.923,1.0,0.0841,0.0856,0.0,0.132,0.607,170.021,184653.0,https://open.spotify.com/artist/5xd2Tg7Zo8755eCy8Gxkp8,0.0,"['latin arena pop', 'latin pop', 'mexican pop', 'urbano mexicano']",75.0
120,14,11/27/2020,Bad Bunny,https://open.spotify.com/track/3KJ3opyV29269SXkPrc19l,Chile,top200,NEW_ENTRY,473053,14,0.636,0.656,2.0,-5.542,0.0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506.0,https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,76.0,"['reggaeton', 'trap latino', 'urbano latino']",98.0
47,191,3/23/2017,"Anuel AA, ?engo Flow, Sinfonico",https://open.spotify.com/track/7KhBQ6XFeAGrQzyT28MWvP,Chile,top200,NEW_ENTRY,8997,175,0.749,0.667,11.0,-6.065,1.0,0.105,0.0806,0.0,0.117,0.333,145.914,253973.0,https://open.spotify.com/artist/2R21vXR83lH98kGeO99Y66,57.0,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",89.0
A d?nde voy (feat. Daddy Yankee),180,1/3/2017,Cosculluela,https://open.spotify.com/track/5rKEC4enuOXJ37zx9OCz2G,Chile,top200,NEW_ENTRY,8559,180,0.741,0.799,9.0,-4.035,0.0,0.263,0.296,0.0,0.239,0.956,87.061,246890.0,https://open.spotify.com/artist/00me4Ke1LsvMxt5kydlMyU,0.0,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",73.0
Ac?rcate (feat. Nicky Jam) - Remix,77,1/1/2017,De La Ghetto,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,Chile,top200,MOVE_DOWN,20607,57,0.745,0.875,0.0,-4.231,1.0,0.0444,0.0659,1.5e-06,0.366,0.728,88.007,237291.0,https://open.spotify.com/artist/3EiLUeyEcA6fbRPSHkG5kb,43.0,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",80.0
Amame o Matame (feat. Don Omar),177,6/18/2017,Ivy Queen,https://open.spotify.com/track/3FZOGOdCqjFfqaLuqUptPT,Chile,top200,NEW_ENTRY,8150,152,0.755,0.771,1.0,-6.482,1.0,0.0461,0.0725,0.000143,0.252,0.728,87.995,212280.0,https://open.spotify.com/artist/6p2442ymrT9lZEuCZJdYcH,0.0,"['latin hip hop', 'rap latina', 'reggaeton', 'trap latino', 'tropical', 'urbano latino']",65.0
Amor Genuino,131,6/4/2019,Ozuna,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5,Chile,top200,NEW_ENTRY,28646,30,0.442,0.445,10.0,-4.071,0.0,0.0381,0.653,0.0,0.118,0.423,85.744,179937.0,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,1.0,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",89.0
Atraco Con 2 - Remix,160,1/28/2020,"Drago200, Pablo Chill-E, Polim? Westcoast, Lleflight",https://open.spotify.com/track/5xbZJo8AFv830Wx1RvmMXX,Chile,top200,NEW_ENTRY,27444,119,0.635,0.756,3.0,-7.144,0.0,0.0625,0.0642,5.26e-05,0.0958,0.777,172.02,274186.0,https://open.spotify.com/artist/0iBZjEZBg8GsjaBq3lTAvC,0.0,"['reggaeton flow', 'urbano chileno']",51.0
Azukita,148,11/9/2018,"Steve Aoki, Daddy Yankee, Play-N-Skillz, Elvis Crespo",https://open.spotify.com/track/6FeTled691bl3j2Npf7oo8,Chile,top200,MOVE_UP,25160,137,0.715,0.942,8.0,-2.889,1.0,0.107,0.00175,0.000461,0.0581,0.818,130.019,226162.0,https://open.spotify.com/artist/77AiFEVeAVj2ORpC85QVJs,41.0,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",76.0
BAD!,162,11/9/2018,XXXTENTACION,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T,Chile,top200,NEW_ENTRY,23185,162,0.78,0.492,5.0,-3.4,0.0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246.0,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,59.0,"['emo rap', 'miami hip hop']",88.0
Banda de Camion - Remix,166,11/20/2017,"El Alfa, De La Ghetto, Farruko, Villano Sam, Bryant Meyers, Zion, Noriel",https://open.spotify.com/track/1JoIvJTHQ90FVC2LSwxnHF,Chile,top200,NEW_ENTRY,13990,127,0.787,0.979,1.0,-2.304,1.0,0.0699,0.0163,0.00339,0.144,0.782,119.995,360010.0,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,0.0,"['dembow', 'rap dominicano', 'reggaeton', 'urbano latino']",78.0
Black,168,2/23/2018,Pearl Jam,https://open.spotify.com/track/5Xak5fmy089t0FYmh3VJiY,Chile,top200,NEW_ENTRY,15823,108,0.36,0.684,4.0,-6.457,0.0,0.0308,0.323,0.0,0.34,0.2,77.15,342653.0,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,74.0,"['alternative rock', 'grunge', 'permanent wave', 'rock']",76.0
Bobo,56,1/1/2017,J Balvin,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,Chile,top200,MOVE_DOWN,29567,45,0.729,0.888,10.0,-2.864,1.0,0.122,0.117,1.55e-05,0.125,0.8,177.908,209427.0,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5,0.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",88.0
Bonita - Bonus Track,89,2/26/2017,Mon Laferte,https://open.spotify.com/track/3w7MScOk9yCOS1T6wJfZWa,Chile,top200,NEW_ENTRY,14446,70,0.636,0.572,6.0,-6.932,0.0,0.024,0.0769,1.18e-06,0.0918,0.5,97.018,219867.0,https://open.spotify.com/artist/4boI7bJtmB1L3b1cuL75Zr,52.0,['latin alternative'],75.0
Boquita De Caramelo - Edit / 2005 Digital Remaster,107,1/1/2018,Los Vikings 5,https://open.spotify.com/track/5gIqMEGT1Ov7q47H5MDF7n,Chile,top200,NEW_ENTRY,24275,107,0.658,0.679,9.0,-6.501,0.0,0.0313,0.156,0.0,0.0722,0.967,136.404,209640.0,https://open.spotify.com/artist/2Z7XpwcKmrsYyXZw1SqyZ7,38.0,['cumbia chilena'],43.0
Borinquen Bella (feat. Zion & Lennox),166,4/26/2019,"Farruko, Pedro Cap?, Justin Quiles",https://open.spotify.com/track/3UW4SUehKFC6qmaTZ3OiTp,Chile,top200,NEW_ENTRY,26260,166,0.794,0.731,9.0,-3.831,0.0,0.0717,0.16,0.0,0.0871,0.449,91.023,224653.0,https://open.spotify.com/artist/329e4yvIujISKGKz1BZZbO,42.0,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",84.0
COMPLICES,161,11/12/2021,Amara Ignacia,https://open.spotify.com/track/6s980QxDECNvU8pp1SoSwP,Chile,top200,NEW_ENTRY,33449,52,0.79,0.554,5.0,-10.878,0.0,0.192,0.102,0.0,0.0897,0.9,87.986,246216.0,https://open.spotify.com/artist/6YTu4Ih4tovKGdsq3UCnHa,44.0,['urbano chileno'],35.0
California,136,8/20/2021,LIT killah,https://open.spotify.com/track/0Zp34KjC2hUTTbo67fVFQt,Chile,top200,NEW_ENTRY,37319,136,0.757,0.842,5.0,-5.221,0.0,0.0279,0.106,0.0,0.371,0.955,120.013,202286.0,https://open.spotify.com/artist/1vqR17Iv8VFdzure1TAXEq,53.0,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",73.0
Chandelier,192,1/2/2017,Sia,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC,Chile,top200,NEW_ENTRY,7319,162,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0,https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN,80.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",85.0
Chicha de Curacavi,95,9/18/2020,Los Perlas,https://open.spotify.com/track/5lCCw9nWMvqUIkcFJu8Tsx,Chile,top200,NEW_ENTRY,68549,95,0.405,0.73,4.0,-7.959,1.0,0.185,0.784,0.0,0.936,0.938,82.259,180733.0,https://open.spotify.com/artist/2G57Fx8Vt1B98jvjzs3k5H,0.0,"['cueca chilena', 'folklore chileno']",14.0
Conf?a,64,5/21/2020,"Sech, Daddy Yankee",https://open.spotify.com/track/5kbps8unnGH4raN5WduZuq,Chile,top200,NEW_ENTRY,41408,28,0.722,0.757,0.0,-3.592,0.0,0.0782,0.17,1.31e-05,0.0657,0.763,167.987,202308.0,https://open.spotify.com/artist/77ziqFxp5gaInVrF2lj4ht,51.0,"['panamanian pop', 'reggaeton', 'urbano latino']",83.0
Cosas Malas,99,4/9/2021,"Manuel Turizo, Justin Quiles, Dalex",https://open.spotify.com/track/2MaYHbpwybBOm9CrDBfChl,Chile,top200,NEW_ENTRY,35808,68,0.773,0.64,3.0,-4.777,0.0,0.207,0.119,0.0,0.17,0.605,170.067,228720.0,https://open.spotify.com/artist/0tmwSHipWxN12fsoLcFU3B,59.0,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",85.0
Despeinada,141,9/3/2020,"Ozuna, Camilo",https://open.spotify.com/track/71cbRI2v81hE6TkKSQOwik,Chile,top200,NEW_ENTRY,26734,10,0.727,0.78,8.0,-3.807,1.0,0.0634,0.173,0.000995,0.131,0.748,166.02,224187.0,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,59.0,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",89.0
Do I Wanna Know?,200,4/9/2018,Arctic Monkeys,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt,Chile,top200,NEW_ENTRY,12497,171,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,7.0,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88.0
Doesn't Remind Me,160,5/18/2017,Audioslave,https://open.spotify.com/track/0o995gJCGebaza0LWybToU,Chile,top200,NEW_ENTRY,11593,160,0.457,0.768,9.0,-3.592,1.0,0.0378,0.169,0.0,0.103,0.232,99.739,255000.0,https://open.spotify.com/artist/2ziB7fzrXBoh1HUPS6sVFn,63.0,"['alternative metal', 'alternative rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",69.0
El Amor No Duele,77,8/22/2019,Denise Rosenthal,https://open.spotify.com/track/0hmK3e2aQRc6geYdguHvNW,Chile,top200,NEW_ENTRY,45448,77,0.62,0.534,0.0,-6.489,0.0,0.0811,0.582,3.24e-05,0.0906,0.581,95.094,198680.0,https://open.spotify.com/artist/73SBwOgH6mrS09OyFHdR62,38.0,['pop chileno'],53.0
El Lobo Chilote,37,9/18/2019,Hector Pavez,https://open.spotify.com/track/1u82qfi6s4qVMcZdW47RXI,Chile,top200,NEW_ENTRY,87329,37,0.393,0.498,2.0,-6.318,1.0,0.0354,0.0881,0.000109,0.149,0.38,164.299,182840.0,https://open.spotify.com/artist/6NjkTRIh5imScWuozdBpVO,32.0,['nueva cancion'],30.0
El Malo,186,6/14/2021,"Omy de Oro, Juhn",https://open.spotify.com/track/5SwmyTluTfm4Tb97OyqIn5,Chile,top200,NEW_ENTRY,20913,171,0.756,0.57,6.0,-4.217,0.0,0.0647,0.37,0.000258,0.123,0.762,183.937,180200.0,https://open.spotify.com/artist/65jIUih0ZeTUJhSTRuYxpi,41.0,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",60.0
Emojis de Corazones (feat. Los Legendarios),83,9/24/2021,"Wisin, Jhay Cortez, Ozuna",https://open.spotify.com/track/5Mw46yRtdiOdjqSG0eDItr,Chile,top200,NEW_ENTRY,49734,26,0.823,0.687,4.0,-4.715,0.0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427.0,https://open.spotify.com/artist/3E6xrwgnVfYCrCs0ePERDz,59.0,"['latin hip hop', 'reggaeton', 'urbano latino']",77.0
Esc?pate Conmigo - Remix,125,7/9/2017,"Wisin, Ozuna, Bad Bunny, De La Ghetto, Arcangel, Noriel, Almighty",https://open.spotify.com/track/5P45f6HakSHDwdFj5dO5K5,Chile,top200,NEW_ENTRY,12238,10,0.799,0.8,1.0,-4.828,1.0,0.074,0.0495,1.63e-05,0.332,0.414,92.015,385520.0,https://open.spotify.com/artist/3E6xrwgnVfYCrCs0ePERDz,0.0,"['latin hip hop', 'reggaeton', 'urbano latino']",77.0
Exiliada del sur,153,9/18/2020,"Inti-Illimani, Various Artists",https://open.spotify.com/track/7irxnofTcigmaOxY0TBTkr,Chile,top200,NEW_ENTRY,51215,153,0.565,0.365,6.0,-9.811,0.0,0.0413,0.815,0.0,0.672,0.179,130.088,213000.0,https://open.spotify.com/artist/4cCVNFShP38zaKGuo8QSMN,44.0,"['latin rock', 'musica andina', 'musica andina chilena', 'nueva cancion', 'trova']",49.0
Ferrari,185,6/17/2018,"Duki, DICC",https://open.spotify.com/track/1YIqazOPARc41ThBqS7a8F,Chile,top200,NEW_ENTRY,11152,149,0.707,0.756,8.0,-5.696,1.0,0.0415,0.5,3.78e-06,0.108,0.543,153.499,181322.0,https://open.spotify.com/artist/1bAftSH8umNcGZ0uyV7LMg,0.0,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",85.0
Gan-Ga - Remix,55,11/15/2019,"Bryant Myers, Anuel AA",https://open.spotify.com/track/27qRmG3zOWPvMYUkpPdQ1g,Chile,top200,NEW_ENTRY,62448,25,0.862,0.572,6.0,-6.579,0.0,0.417,0.375,0.0,0.0863,0.402,90.053,193363.0,https://open.spotify.com/artist/6w9ToX5slZ4uIdmD17hJ3c,64.0,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",78.0
Go Go,165,9/18/2017,BTS,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0,Chile,top200,NEW_ENTRY,16295,165,0.856,0.617,10.0,-5.308,0.0,0.0841,0.171,0.0,0.0857,0.759,136.082,235780.0,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX,0.0,"['k-pop', 'k-pop boy group']",91.0
Hardest To Love,151,3/20/2020,The Weeknd,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX,Chile,top200,NEW_ENTRY,26450,151,0.467,0.608,10.0,-7.847,1.0,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,211400.0,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,69.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",98.0
Hurricane,186,8/29/2021,Kanye West,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o,Chile,top200,NEW_ENTRY,26853,136,0.587,0.561,0.0,-6.569,1.0,0.146,0.0466,0.0,0.109,0.351,80.009,243187.0,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,1.0,"['chicago rap', 'rap']",91.0
In the Dark,127,1/12/2018,Camila Cabello,https://open.spotify.com/track/1GO9vCm5Cra5uWGSWQ5mGK,Chile,top200,NEW_ENTRY,20026,127,0.425,0.548,7.0,-6.762,1.0,0.114,0.21,0.0,0.115,0.282,175.756,219827.0,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,51.0,"['dance pop', 'pop', 'post-teen pop']",82.0
KaRma,185,10/19/2018,Noriel,https://open.spotify.com/track/7bJedPRgQWBT3Xvcy0ga5P,Chile,top200,NEW_ENTRY,20185,120,0.668,0.536,5.0,-8.501,1.0,0.124,0.325,0.0,0.142,0.136,145.918,180507.0,https://open.spotify.com/artist/3RtNN1VnooWEn3KQk03DUL,50.0,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",75.0
La Joya Del Pac?fico,194,9/18/2018,Joe Vasconcellos,https://open.spotify.com/track/0aHps38kFw6Aqg9sJpD97d,Chile,top200,NEW_ENTRY,16192,194,0.719,0.651,10.0,-7.568,0.0,0.0656,0.0783,1.79e-06,0.0678,0.895,108.368,223173.0,https://open.spotify.com/artist/4sGC7K2rSpWrWudBgYPMce,50.0,"['chilean rock', 'cumbia chilena', 'folklore chileno', 'latin alternative', 'latin rock', 'reggae en espanol', 'ska chileno']",55.0
La Morena,163,1/1/2021,Ilegales,https://open.spotify.com/track/3sVfjl9XFBk8gjGrph7EWo,Chile,top200,NEW_ENTRY,40289,163,0.885,0.963,7.0,-5.892,1.0,0.0621,0.0976,5.35e-06,0.0862,0.834,127.342,264160.0,https://open.spotify.com/artist/1hMa6SwU2t8eUEETAAbk9z,53.0,"['pop reggaeton', 'tropical']",52.0
La Palma,136,9/18/2019,Maihuen de los Angeles,https://open.spotify.com/track/4dzly2cLv6fToN7DhtfEGm,Chile,top200,NEW_ENTRY,39296,136,0.738,0.485,2.0,-11.629,1.0,0.036,0.331,0.0,0.326,0.722,120.855,140093.0,https://open.spotify.com/artist/4vkOLg1AyJgDqF9xwLsgXR,20.0,['cueca chilena'],40.0
