title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
D?jame vivir (feat. Lamari),151,6/9/2020,Jarabe De Palo,https://open.spotify.com/track/6BX3OWb6eAtKzUhLyMPpWD,Spain,top200,NEW_ENTRY,48178,98,0.751,0.567,0.0,-6.396,1.0,0.0293,0.438,4.6e-05,0.137,0.186,124.956,217880.0,https://open.spotify.com/artist/5B6H1Dq77AV1LZWrbNsuH5,53.0,"['latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",69.0
Easy,200,8/8/2019,Jhay Cortez,https://open.spotify.com/track/7fTsw0IKbbPDN19keS32tF,Spain,top200,NEW_ENTRY,31901,10,0.853,0.777,1.0,-4.023,0.0,0.0684,0.101,0.000615,0.332,0.547,94.031,239373.0,https://open.spotify.com/artist/6nVcHLIgY5pE2YCl8ubca1,13.0,"['reggaeton', 'trap latino', 'urbano latino']",82.0
El Anillo - Remix,92,7/13/2018,"Jennifer Lopez, Ozuna",https://open.spotify.com/track/3wyMqxd4rILBpYlpQRQ58h,Spain,top200,NEW_ENTRY,50170,34,0.878,0.651,5.0,-3.893,1.0,0.263,0.0255,0.0,0.073,0.462,129.981,182482.0,https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR,42.0,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",77.0
FRANCHISE (feat. Young Thug & M.I.A.),172,9/25/2020,Travis Scott,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,Spain,top200,NEW_ENTRY,42800,172,0.835,0.699,8.0,-5.405,0.0,0.277,0.00671,0.0,0.195,0.547,154.981,202795.0,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,68.0,"['rap', 'slap house']",90.0
Flakk's Plan,119,4/6/2018,Rels B,https://open.spotify.com/track/16Gn4H5gRmSWO99YfSYaZY,Spain,top200,NEW_ENTRY,31530,119,0.873,0.367,6.0,-10.313,1.0,0.432,0.512,1.33e-06,0.111,0.658,154.054,182689.0,https://open.spotify.com/artist/2IMZYfNi21MGqxopj9fWx8,0.0,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",83.0
Fun Tonight,156,5/29/2020,Lady Gaga,https://open.spotify.com/track/6hyQVqfHFvsJDjcmj4qrHf,Spain,top200,NEW_ENTRY,53825,156,0.645,0.923,11.0,-4.262,1.0,0.0725,0.364,1.06e-06,0.14,0.323,117.945,173427.0,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,54.0,"['art pop', 'dance pop', 'pop']",87.0
GPS (feat. French Montana),62,11/24/2017,Maluma,https://open.spotify.com/track/3t6j6WNv2OSn6qm5Vxynub,Spain,top200,NEW_ENTRY,49254,62,0.841,0.629,4.0,-3.033,0.0,0.114,0.188,0.0,0.346,0.676,143.949,216307.0,https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau,61.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",85.0
Grab the Moment,195,5/13/2017,JOWST,https://open.spotify.com/track/7CiatbFJpSnXnbCiVaGlm0,Spain,top200,NEW_ENTRY,17141,187,0.693,0.612,4.0,-6.665,0.0,0.0941,0.117,0.0,0.0905,0.316,104.014,175083.0,https://open.spotify.com/artist/2m0y0cDl1US03sYgxv9r6s,39.0,['norwegian pop'],30.0
Gyal You A Party Animal - Remix,8,1/1/2017,"Charly Black, Daddy Yankee",https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,Spain,top200,MOVE_DOWN,96304,7,0.723,0.889,0.0,-4.017,1.0,0.0939,0.0673,0.0,0.363,0.701,101.032,224320.0,https://open.spotify.com/artist/5sK8BsvyDl4TFA6KaBf8or,0.0,"['dancehall', 'jamaican dancehall']",65.0
Heartless,88,11/27/2019,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,Spain,top200,NEW_ENTRY,54530,88,0.531,0.75,10.0,-5.831,0.0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080.0,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,0.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",98.0
