title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
Tell Me U Luv Me (with Trippie Redd),38,5/29/2020,Juice WRLD,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD,Global,top200,NEW_ENTRY,2083481,15,0.609,0.757,2.0,-5.605,1.0,0.119,0.299,0.0,0.63,0.379,128.022,180129.0,,,,
Test Me,194,1/13/2017,The xx,https://open.spotify.com/track/3qLwtC9jEWugjkzyZlYgeg,Global,top200,NEW_ENTRY,420589,194,0.253,0.177,6.0,-17.696,1.0,0.042,0.904,0.0615,0.119,0.0395,120.259,235827.0,,,,
That's On Me,74,1/17/2020,Mac Miller,https://open.spotify.com/track/0udOCZp7yk0Ml92C0k8H8D,Global,top200,NEW_ENTRY,1658533,74,0.583,0.499,10.0,-10.086,1.0,0.0261,0.591,0.0104,0.33,0.342,155.199,217868.0,,,,
That?? It,90,11/13/2020,"Future, Lil Uzi Vert",https://open.spotify.com/track/5n6gBhdEjCuj3obgCoTEFD,Global,top200,NEW_ENTRY,1182212,90,0.94,0.532,11.0,-5.998,0.0,0.358,0.12,0.0,0.0925,0.599,123.043,228796.0,,,,
The Little Drummer Boy,198,12/24/2017,Bing Crosby,https://open.spotify.com/track/2zHu4GAsQIw2skGszWEMFY,Global,top200,NEW_ENTRY,686869,115,0.643,0.131,10.0,-15.647,1.0,0.0339,0.869,9.48e-05,0.0747,0.445,112.152,177760.0,,,,
The Motion,54,8/2/2019,Drake,https://open.spotify.com/track/3t8pnImpBpOwxdtYBpKvA9,Global,top200,NEW_ENTRY,1387912,54,0.676,0.717,11.0,-8.219,0.0,0.0874,0.29,0.000368,0.0974,0.558,157.628,241000.0,,,,
The Race,187,9/2/2017,Tay-K,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX,Global,top200,NEW_ENTRY,465315,111,0.788,0.533,9.0,-7.594,1.0,0.352,0.0168,0.0,0.204,0.468,80.04,140945.0,,,,
The Way Life Goes (feat. Oh Wonder),39,8/25/2017,Lil Uzi Vert,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,Global,top200,NEW_ENTRY,1553494,39,0.703,0.757,1.0,-3.612,1.0,0.05,0.617,0.0,0.106,0.696,82.008,221747.0,,,,
There for You,36,5/26/2017,"Martin Garrix, Troye Sivan",https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,Global,top200,NEW_ENTRY,1864955,17,0.611,0.644,6.0,-7.607,0.0,0.0553,0.124,0.0,0.124,0.13,105.969,221904.0,,,,
Things Change,132,10/2/2020,Bryson Tiller,https://open.spotify.com/track/0LLsvPLHxlUk1x8r77H2b6,Global,top200,NEW_ENTRY,991338,132,0.758,0.613,9.0,-4.851,0.0,0.37,0.245,4.36e-05,0.111,0.491,145.756,214732.0,,,,
Three,158,10/20/2017,"Future, Young Thug",https://open.spotify.com/track/4W598w0KcHVG5Nwqk0qMpj,Global,top200,NEW_ENTRY,600089,158,0.725,0.692,5.0,-5.742,0.0,0.257,0.00841,0.0,0.0912,0.298,169.025,159400.0,,,,
Thug Of Spades (feat. DaBaby),169,4/24/2020,YoungBoy Never Broke Again,https://open.spotify.com/track/2iz3EDFoPOjPRZs9wt5iNh,Global,top200,NEW_ENTRY,677716,169,0.599,0.74,0.0,-3.517,0.0,0.334,0.159,0.0,0.154,0.573,100.06,153652.0,,,,
To the Bone,186,3/14/2021,Pamungkas,https://open.spotify.com/track/3pCt2wRdBDa2kCisIdHWgF,Global,top200,NEW_ENTRY,700733,154,0.668,0.727,7.0,-6.55,0.0,0.027,0.514,1.9e-05,0.1,0.939,139.991,344571.0,,,,
To the Max (feat. Drake),100,6/5/2017,DJ Khaled,https://open.spotify.com/track/2of5xn0GU0TdFneR1saRLH,Global,top200,NEW_ENTRY,733432,45,0.461,0.812,10.0,-5.776,0.0,0.241,0.0184,0.000375,0.21,0.72,159.869,193902.0,,,,
Too Much To Ask,39,9/15/2017,Niall Horan,https://open.spotify.com/track/2NkbRmygVirMQFCjSkyY7Q,Global,top200,NEW_ENTRY,1697802,29,0.508,0.534,0.0,-6.522,1.0,0.0376,0.366,0.0,0.126,0.222,153.61,223044.0,,,,
Traicionera,71,1/1/2017,Sebastian Yatra,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,Global,top200,MOVE_UP,685732,71,0.776,0.669,11.0,-4.933,1.0,0.0638,0.142,0.0,0.219,0.661,91.012,228467.0,,,,
