title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
Mask Off,183,3/8/2017,Future,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,Italy,top200,NEW_ENTRY,10415,37,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,47.0,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",91.0
Meant to Be (feat. Florida Georgia Line),175,12/2/2017,Bebe Rexha,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,Italy,top200,NEW_ENTRY,19959,175,0.643,0.783,10.0,-6.458,1.0,0.0856,0.047,0.0,0.083,0.579,154.084,163870.0,https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb,74.0,"['dance pop', 'electropop', 'pop', 'post-teen pop']",84.0
Meglio di cos?,147,3/12/2021,Fulminacci,https://open.spotify.com/track/53lZFYDTq1WuPva8hD8LwL,Italy,top200,NEW_ENTRY,44743,147,0.696,0.661,4.0,-5.485,1.0,0.043,0.28,0.0,0.0739,0.791,83.01,202453.0,https://open.spotify.com/artist/1QeqGmpgU5Yg74GNcjIIq3,33.0,"['italian indie pop', 'rome indie']",56.0
Mi Cama,179,7/12/2018,KAROL G,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj,Italy,top200,NEW_ENTRY,31576,179,0.826,0.815,9.0,-4.773,1.0,0.0875,0.222,6.96e-05,0.0964,0.68,163.073,151400.0,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla,62.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",93.0
Mi accompagni,67,3/23/2018,Mezzosangue,https://open.spotify.com/track/0TGsf3Jd08RJoUUIke7YXd,Italy,top200,NEW_ENTRY,58838,67,0.507,0.784,8.0,-7.089,1.0,0.755,0.164,0.0,0.0446,0.44,79.894,216893.0,https://open.spotify.com/artist/63isdzBiMOaYkMiX6XddfB,0.0,"['italian hip hop', 'italian underground hip hop']",51.0
Mille guerre,53,12/4/2020,ARIETE,https://open.spotify.com/track/3CXFLrWD9LoyPbKPTSUkQH,Italy,top200,NEW_ENTRY,93862,53,0.538,0.579,6.0,-6.986,1.0,0.114,0.537,0.0,0.165,0.616,166.053,137562.0,https://open.spotify.com/artist/2T4kh33TYdnDesvlQyRst8,57.0,"['italian indie pop', 'rome indie']",65.0
Monster (Shawn Mendes & Justin Bieber),43,11/20/2020,Shawn Mendes,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1,Italy,top200,NEW_ENTRY,90399,43,0.652,0.383,2.0,-7.076,0.0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994.0,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,72.0,"['canadian pop', 'dance pop', 'pop', 'viral pop']",85.0
Morir? da Re,15,3/23/2018,M?neskin,https://open.spotify.com/track/47LqR8uKRA8WcZcSXkdAbz,Italy,top200,NEW_ENTRY,126305,13,0.617,0.879,10.0,-2.597,1.0,0.153,0.122,0.0,0.0362,0.926,193.998,157758.0,https://open.spotify.com/artist/0lAWpj5szCSwM4rUMHYmrr,47.0,"['indie rock italiano', 'italian pop']",83.0
Morto Mai,27,3/1/2019,Lazza,https://open.spotify.com/track/2Ri0436JKFUsd3B3xa2jCe,Italy,top200,NEW_ENTRY,155338,27,0.645,0.813,7.0,-5.448,0.0,0.107,0.121,0.0,0.127,0.551,82.676,145640.0,https://open.spotify.com/artist/0jdNdfi4vAuVi7a6cPDFBM,66.0,"['italian hip hop', 'rap genovese', 'trap italiana']",79.0
Musical Mafia (Sinatra) (feat. Il Profeta),52,11/22/2018,Gu? Pequeno,https://open.spotify.com/track/3Z2Dosnj8Rbx41qcslwQGy,Italy,top200,NEW_ENTRY,79361,52,0.627,0.737,0.0,-4.58,1.0,0.0683,0.00889,0.000619,0.165,0.458,160.025,161625.0,https://open.spotify.com/artist/7F2utINZ6tSokSiZTQBE27,0.0,['italian hip hop'],77.0
My Universe,51,9/24/2021,"Coldplay, BTS",https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM,Italy,top200,NEW_ENTRY,140187,37,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,228000.0,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,83.0,"['permanent wave', 'pop']",90.0
