title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
Metro,193,6/2/2021,"Vercetti CG, Totally Nothin",https://open.spotify.com/track/3znK5cnlYSFBrVfVwxQIvG,Czech Republic,top200,NEW_ENTRY,4505,193,0.795,0.484,5.0,-10.743,0.0,0.589,0.194,0.0,0.137,0.694,127.877,168711.0,,,,
Moonlight,187,9/5/2017,Grace VanderWaal,https://open.spotify.com/track/3FNY26zMg3Zfe5Cbyu45uu,Czech Republic,top200,NEW_ENTRY,1227,187,0.737,0.734,7.0,-4.71,1.0,0.156,0.399,0.0,0.323,0.357,91.999,174107.0,,,,
Mr. Perfectly Fine (Taylor?? Version) (From The Vault),155,4/9/2021,Taylor Swift,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK,Czech Republic,top200,NEW_ENTRY,5254,155,0.66,0.817,11.0,-6.269,0.0,0.0521,0.162,0.0,0.0667,0.714,135.942,277592.0,,,,
Must Have Been The Wind,174,6/14/2019,Alec Benjamin,https://open.spotify.com/track/1PsMieVYFXrSeXMxuE2SbG,Czech Republic,top200,NEW_ENTRY,3228,174,0.653,0.644,7.0,-6.204,1.0,0.0572,0.784,0.000205,0.166,0.363,88.976,179300.0,,,,
My Head & My Heart,151,2/12/2021,Ava Max,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm,Czech Republic,top200,NEW_ENTRY,4915,60,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,174760.0,,,,
Nadej,131,11/8/2018,"Samey, Saul",https://open.spotify.com/track/3DUShtksnofC5YeNqpqNLA,Czech Republic,top200,NEW_ENTRY,2714,131,0.571,0.529,1.0,-6.883,0.0,0.0294,0.464,0.0,0.147,0.183,133.985,152584.0,,,,
Name For You,190,1/6/2017,The Shins,https://open.spotify.com/track/6qnaCx4wQQBqFd9XdQyWjC,Czech Republic,top200,NEW_ENTRY,1013,190,0.639,0.76,0.0,-5.402,1.0,0.0317,0.00563,0.0,0.668,0.877,123.089,189493.0,,,,
Nav?dy,45,8/21/2020,STEIN27,https://open.spotify.com/track/0g34QNqNG78EOfP98GozMk,Czech Republic,top200,NEW_ENTRY,8747,45,0.62,0.392,11.0,-10.005,1.0,0.0269,0.168,6.96e-06,0.111,0.255,101.927,171765.0,,,,
Never Go Back,149,2/15/2019,Dennis Lloyd,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,Czech Republic,top200,NEW_ENTRY,3084,105,0.421,0.653,9.0,-4.85,0.0,0.398,0.0135,0.0,0.114,0.733,78.6,175424.0,,,,
Norman fucking Rockwell,26,8/30/2019,Lana Del Rey,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj,Czech Republic,top200,NEW_ENTRY,7478,26,0.215,0.203,5.0,-12.65,1.0,0.0346,0.968,0.0585,0.0923,0.143,78.287,248934.0,,,,
