title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
GIMMI ANDRYX 2020,164,8/6/2020,"Giaime, Andry The Hitmaker",https://open.spotify.com/track/2zlbm3lxu6t5F8RUhBPDTu,Italy,top200,NEW_ENTRY,45314,146,0.562,0.716,11.0,-7.772,0.0,0.193,0.228,1.15e-05,0.139,0.366,145.046,172500.0,https://open.spotify.com/artist/3sC3sCpqSYClSdKez9Rs6k,28.0,"['italian hip hop', 'trap italiana']",52.0
Gli Ostacoli Del Cuore,198,9/14/2017,"Elisa, Ligabue",https://open.spotify.com/track/01LZc2mZVx7C9r5llieTF4,Italy,top200,NEW_ENTRY,14534,198,0.511,0.771,4.0,-5.436,1.0,0.0385,0.18,6.85e-06,0.148,0.456,156.012,269200.0,https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23,27.0,"['italian adult pop', 'italian pop']",64.0
Guapo (feat.Geolier),62,7/3/2020,Anna Tatangelo,https://open.spotify.com/track/5nkCfnvuRmqXofZLfJcbXa,Italy,top200,NEW_ENTRY,108477,62,0.864,0.416,5.0,-8.22,0.0,0.0706,0.179,0.0,0.103,0.685,130.06,166920.0,https://open.spotify.com/artist/2TtebnfWKMq7LCi2A9BlU4,39.0,"['classic italian pop', 'italian adult pop']",43.0
HIPHOPABORTO FREESTYLE,63,10/8/2021,"Nello Taver, Alberi Alti",https://open.spotify.com/track/03uv8kQvzIGiME1oDGeZHQ,Italy,top200,NEW_ENTRY,115658,63,0.525,0.749,4.0,-6.78,0.0,0.415,0.304,0.0,0.0725,0.96,188.03,142979.0,https://open.spotify.com/artist/6JV9OrfLS1nkVkAYl0naok,0.0,['italian hip hop'],42.0
HO UN AMICO (feat. PSICOLOGI),182,1/8/2021,"Joe Scacchi, Tommy Toxxic",https://open.spotify.com/track/0Md23ckyVsieRVsgdLZIDV,Italy,top200,NEW_ENTRY,35592,182,0.581,0.786,2.0,-5.348,1.0,0.122,0.0926,0.0,0.162,0.537,87.946,204545.0,https://open.spotify.com/artist/2K2213LQPCdQMJdpw1k65R,26.0,['emo rap italiano'],29.0
Happier,26,3/3/2017,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Italy,top200,NEW_ENTRY,59419,19,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,207520.0,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,80.0,"['pop', 'uk pop']",92.0
Happy Birthday,74,11/29/2018,Sfera Ebbasta,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2,Italy,top200,NEW_ENTRY,61812,1,0.792,0.777,8.0,-4.402,0.0,0.0454,0.0455,5.34e-05,0.293,0.696,137.05,170707.0,https://open.spotify.com/artist/23TFHmajVfBtlRx5MXqgoz,56.0,"['italian hip hop', 'italian pop', 'trap italiana', 'trap latino']",80.0
High On Life (feat. Bonn),102,8/3/2018,Martin Garrix,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,Italy,top200,NEW_ENTRY,55344,102,0.414,0.486,6.0,-6.431,0.0,0.0311,0.0129,0.0,0.111,0.368,128.038,230762.0,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ,71.0,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",78.0
Ho bisogno di credere,122,3/15/2019,Fabrizio Moro,https://open.spotify.com/track/5tuxbbIRHlxQGOyLhA3mlw,Italy,top200,NEW_ENTRY,56561,122,0.624,0.556,9.0,-9.08,1.0,0.0478,0.0128,0.0,0.0643,0.175,142.043,206240.0,https://open.spotify.com/artist/3ebOqZZsLCDAkLS6QdI8cc,20.0,"['classic italian pop', 'italian adult pop']",54.0
Hold Me While You Wait,161,10/9/2019,Lewis Capaldi,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,Italy,top200,NEW_ENTRY,51175,80,0.688,0.53,11.0,-5.507,1.0,0.0333,0.443,0.0,0.0995,0.162,106.958,205687.0,https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB,78.0,"['pop', 'uk pop']",83.0
