title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
Ahora Me Llama,164,5/26/2017,"KAROL G, Bad Bunny",https://open.spotify.com/track/4jhIWuW51XDplWJRfnG7AU,Colombia,top200,NEW_ENTRY,5301,39,0.652,0.577,7.0,-5.273,0.0,0.0373,0.00947,4.02e-05,0.0905,0.123,134.987,233293.0,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla,59.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",93.0
Amor y dolor,196,2/5/2017,"Carlos Baute, Alexis y Fido",https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,Colombia,top200,NEW_ENTRY,4012,175,0.771,0.825,0.0,-4.009,1.0,0.0441,0.305,0.0,0.11,0.812,92.009,215052.0,https://open.spotify.com/artist/3smfreCkyJt7bShaTYpG77,47.0,"['latin pop', 'spanish pop']",65.0
Asesina,197,5/27/2018,"Brytiago, Darell",https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK,Colombia,top200,NEW_ENTRY,4153,30,0.845,0.663,10.0,-5.233,0.0,0.27,0.614,0.0,0.114,0.508,94.215,187213.0,https://open.spotify.com/artist/00XhexlJEXQstHimpZN910,15.0,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",76.0
BICHOTA,37,10/23/2020,KAROL G,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,Colombia,top200,NEW_ENTRY,35769,2,0.863,0.666,1.0,-4.158,0.0,0.152,0.212,0.000493,0.103,0.838,163.908,178947.0,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla,75.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",93.0
Bibia Be Ye Ye,116,3/3/2017,Ed Sheeran,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2,Colombia,top200,NEW_ENTRY,7031,89,0.738,0.677,7.0,-5.121,1.0,0.0824,0.52,0.0,0.133,0.882,127.067,176747.0,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,63.0,"['pop', 'uk pop']",92.0
Blue & Grey,26,11/20/2020,BTS,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,Colombia,top200,NEW_ENTRY,47092,26,0.547,0.605,8.0,-6.755,1.0,0.0415,0.42,0.0,0.125,0.364,121.953,254950.0,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX,1.0,"['k-pop', 'k-pop boy group']",91.0
CUIDAO POR AH?,12,6/28/2019,"J Balvin, Bad Bunny",https://open.spotify.com/track/6SYSu569pfYdkDT9A5lZqi,Colombia,top200,NEW_ENTRY,53116,12,0.845,0.813,4.0,-2.979,0.0,0.077,0.111,0.00241,0.174,0.586,90.98,198320.0,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5,63.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",88.0
Caile (feat. Zion & De La Ghetto),176,1/4/2017,"Revol, Bad Bunny, Bryant Myers",https://open.spotify.com/track/626rYyBfeAeleh1F5t4B70,Colombia,top200,NEW_ENTRY,3682,64,0.768,0.735,1.0,-2.511,0.0,0.0669,0.202,0.0,0.0557,0.303,129.99,299587.0,https://open.spotify.com/artist/2wYOpkTJZGByNEOjEnSmoW,0.0,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",60.0
Carinito,165,11/21/2021,"Rodolfo Aicardi, La Tipica Ra7",https://open.spotify.com/track/0bjxkAYIxs0V1ahOthIoX7,Colombia,top200,NEW_ENTRY,13060,105,0.68,0.584,1.0,-6.781,1.0,0.0299,0.814,0.000672,0.0772,0.953,105.874,226847.0,https://open.spotify.com/artist/3IUAZiICL3J7GlHYPgT414,0.0,"['classic colombian pop', 'cumbia', 'musica popular colombiana']",53.0
Caro,42,12/24/2018,Bad Bunny,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM,Colombia,top200,NEW_ENTRY,20854,42,0.651,0.575,0.0,-7.739,1.0,0.299,0.627,0.000202,0.0961,0.248,160.007,229456.0,https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,67.0,"['reggaeton', 'trap latino', 'urbano latino']",98.0
Chantaje (feat. Maluma),2,1/1/2017,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Colombia,top200,SAME_POSITION,30797,2,0.852,0.773,8.0,-2.921,0.0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840.0,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp,77.0,"['colombian pop', 'dance pop', 'latin pop']",92.0
Contra La Pared,40,3/15/2019,"Sean Paul, J Balvin",https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,Colombia,top200,NEW_ENTRY,23350,16,0.828,0.588,2.0,-7.14,1.0,0.118,0.0156,0.0,0.124,0.598,94.052,224681.0,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,66.0,"['dance pop', 'dancehall', 'pop rap']",82.0
Cuerpo Cobarde,137,12/25/2017,Los 50 De Joselito,https://open.spotify.com/track/4hwBHojGAjGaROKjEyqV7o,Colombia,top200,NEW_ENTRY,6455,137,0.65,0.893,0.0,-5.519,1.0,0.0705,0.144,0.0,0.0345,0.972,179.982,217180.0,https://open.spotify.com/artist/0FTkvpgQfrCz3ku0oSbrYU,0.0,"['cumbia', 'musica popular colombiana', 'tropical']",39.0
De 0 a Siempre,101,11/13/2020,"Be?le, Piso 21",https://open.spotify.com/track/1qxwayGaQN4roLdX5L9pM6,Colombia,top200,NEW_ENTRY,15356,101,0.714,0.751,1.0,-5.509,0.0,0.201,0.511,1.22e-06,0.221,0.699,169.934,248471.0,https://open.spotify.com/artist/7a0XAaPaK2aDSqa8p3QnC7,53.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",71.0
Dese?ndote,181,1/12/2020,Frankie Ruiz,https://open.spotify.com/track/6eRmG7DPom2FfRNAoCmjqb,Colombia,top200,NEW_ENTRY,7320,181,0.559,0.838,5.0,-4.534,0.0,0.0484,0.492,0.0,0.179,0.927,95.519,281187.0,https://open.spotify.com/artist/4dLvccxeQIM5u80Ri0u9OV,64.0,"['salsa', 'salsa puertorriquena', 'tropical']",68.0
Don Don,51,9/11/2020,"Daddy Yankee, Anuel AA, Kendo Kaponi",https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt,Colombia,top200,NEW_ENTRY,28084,37,0.838,0.819,5.0,-4.681,0.0,0.211,0.285,6.3e-05,0.224,0.656,105.027,275893.0,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,60.0,"['latin hip hop', 'reggaeton', 'urbano latino']",89.0
Don't Go Yet,191,7/25/2021,Camila Cabello,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad,Colombia,top200,NEW_ENTRY,10562,105,0.666,0.796,10.0,-6.967,0.0,0.103,0.0492,0.0,0.0442,0.61,110.108,164842.0,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,73.0,"['dance pop', 'pop', 'post-teen pop']",82.0
