title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
The Box,192,1/9/2020,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,Colombia,top200,NEW_ENTRY,8014,60,,,,,,,,,,,,,,,,
The Night We Met,184,4/25/2017,Lord Huron,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,Colombia,top200,NEW_ENTRY,4281,123,,,,,,,,,,,,,,,,
To Die For,124,2/14/2020,Sam Smith,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,Colombia,top200,NEW_ENTRY,12618,106,,,,,,,,,,,,,,,,
Tough Love,193,5/10/2019,"Avicii, Agnes, Vargas & Lagola",https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV,Colombia,top200,NEW_ENTRY,7257,193,,,,,,,,,,,,,,,,
Tu Ausencia,195,12/25/2018,Los Tupamaros,https://open.spotify.com/track/2dSVfaqjUBQjUcCrkZ0w0F,Colombia,top200,NEW_ENTRY,7431,195,,,,,,,,,,,,,,,,
Vamos Pa' La Calle,119,8/24/2018,\Bad Bunny," H?ctor \""\""El Father\""\""\""""",https://open.spotify.com/track/4Yk3S2fj55EIP6GaFjghSn,Colombia,top200,NEW_ENTRY,8475,,,,,,,,,,,,,,,,
Vivir Es Complicado,195,5/31/2019,"Andr?s Cepeda, Dayhan D?az",https://open.spotify.com/track/35TTXg8GvEtMOOHAyLDjxY,Colombia,top200,NEW_ENTRY,7107,195,,,,,,,,,,,,,,,,
XXXX,22,8/20/2021,Feid,https://open.spotify.com/track/3fW5GoO2tYjVGkr99FGzHg,Colombia,top200,NEW_ENTRY,81438,22,,,,,,,,,,,,,,,,
YO VISTO AS?,9,11/27/2020,Bad Bunny,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ,Colombia,top200,NEW_ENTRY,158639,8,,,,,,,,,,,,,,,,
Yerba Mala,108,9/28/2018,"Andy Rivera, Dalmata",https://open.spotify.com/track/1wzXm6usxHfjJsBpryvuJg,Colombia,top200,NEW_ENTRY,8356,108,,,,,,,,,,,,,,,,
all the good girls go to hell,135,3/29/2019,Billie Eilish,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,Colombia,top200,NEW_ENTRY,8549,126,,,,,,,,,,,,,,,,
betty,198,7/24/2020,Taylor Swift,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi,Colombia,top200,NEW_ENTRY,9168,198,,,,,,,,,,,,,,,,
enough for you,84,5/21/2021,Olivia Rodrigo,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e,Colombia,top200,NEW_ENTRY,18445,82,,,,,,,,,,,,,,,,
just like magic,108,10/30/2020,Ariana Grande,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe,Colombia,top200,NEW_ENTRY,15298,108,,,,,,,,,,,,,,,,
the last great american dynasty,83,7/24/2020,Taylor Swift,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,Colombia,top200,NEW_ENTRY,15308,83,,,,,,,,,,,,,,,,
?Quieres Ser Mi Amante?,196,9/8/2019,Camilo Sesto,https://open.spotify.com/track/1Y7q2zwCBjt9zgIHZ0Ku7J,Colombia,top200,NEW_ENTRY,6176,196,,,,,,,,,,,,,,,,
A BOY IS A GUN*,184,5/17/2019,"Tyler, The Creator",https://open.spotify.com/track/1nXZnTALNXiPlvXotqHm66,Costa Rica,top200,NEW_ENTRY,3087,184,,,,,,,,,,,,,,,,
A Ella,197,7/11/2017,KAROL G,https://open.spotify.com/track/3nqrj9bM1clIkejk7BVPtX,Costa Rica,top200,NEW_ENTRY,2226,133,,,,,,,,,,,,,,,,
All Night Parking (with Erroll Garner) Interlude,73,11/19/2021,Adele,https://open.spotify.com/track/496vIKS2INz840xZaKncvR,Costa Rica,top200,NEW_ENTRY,6382,73,,,,,,,,,,,,,,,,
Atr?vete,35,8/2/2019,"Nicky Jam, Sech",https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,Costa Rica,top200,NEW_ENTRY,9421,18,,,,,,,,,,,,,,,,
BOOKER T,9,11/27/2020,Bad Bunny,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So,Costa Rica,top200,NEW_ENTRY,59943,8,,,,,,,,,,,,,,,,
Bad Reputation,198,4/23/2017,Shawn Mendes,https://open.spotify.com/track/3EQ1TWgMbEpOzyyN2p2Wyn,Costa Rica,top200,NEW_ENTRY,1757,193,,,,,,,,,,,,,,,,
Bichiyal,12,2/29/2020,"Bad Bunny, Yaviah",https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX,Costa Rica,top200,NEW_ENTRY,35563,12,,,,,,,,,,,,,,,,
Blanca Navidad,121,12/24/2017,Luis Miguel,https://open.spotify.com/track/77J6wE54qpAb2iGegfCVFu,Costa Rica,top200,NEW_ENTRY,2744,59,,,,,,,,,,,,,,,,
Blank Space,191,6/10/2017,Taylor Swift,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,Costa Rica,top200,NEW_ENTRY,2244,191,,,,,,,,,,,,,,,,
Blue & Grey,34,11/20/2020,BTS,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,Costa Rica,top200,NEW_ENTRY,11406,34,,,,,,,,,,,,,,,,
Chachach?,191,2/10/2021,J?sean Log,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh,Costa Rica,top200,NEW_ENTRY,3167,176,,,,,,,,,,,,,,,,
Chained To The Rhythm,34,2/10/2017,"Katy Perry, Skip Marley",https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,Costa Rica,top200,NEW_ENTRY,7751,14,,,,,,,,,,,,,,,,
Chambea,58,12/2/2017,Bad Bunny,https://open.spotify.com/track/6ElmxV9B2mSNscEjP27M7i,Costa Rica,top200,NEW_ENTRY,4884,42,,,,,,,,,,,,,,,,
Chicago Freestyle (feat. Giveon),118,5/1/2020,Drake,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,Costa Rica,top200,NEW_ENTRY,4540,118,,,,,,,,,,,,,,,,
Como Mirarte,190,3/12/2018,Sebastian Yatra,https://open.spotify.com/track/7nQ3t6pBYEj4irJpi8vtBR,Costa Rica,top200,NEW_ENTRY,2212,40,,,,,,,,,,,,,,,,
Contigo Siempre,183,9/25/2018,"Alejandro Fern?ndez, Sebastian Yatra",https://open.spotify.com/track/17LxkTp8UNbPcYrDrI6UOq,Costa Rica,top200,NEW_ENTRY,2440,146,,,,,,,,,,,,,,,,
