title,rank,date,artist,url,region,chart,trend,streams,min_rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_url,track_popularity,artist_genres,artist_popularity
Bailando - Spanish Version,196,2/25/2017,"Enrique Iglesias, Descemer Bueno, Gente De Zona",https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,Switzerland,top200,NEW_ENTRY,2613,149,0.723,0.777,7.0,-3.503,1.0,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413.0,https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw,69.0,"['latin pop', 'mexican pop']",78.0
Bald Ist Es Vorbei,135,5/29/2020,"BHZ, Longus Mongus, Monk, Dead Dawg",https://open.spotify.com/track/6jdjLHFVoTY5rfEEcDPCX3,Switzerland,top200,NEW_ENTRY,8524,135,0.845,0.673,5.0,-7.553,0.0,0.0541,0.319,6.79e-05,0.112,0.498,140.028,192973.0,https://open.spotify.com/artist/3mmI5HKArDwgggj4j0aJyC,45.0,"['german alternative rap', 'german hip hop', 'german trap']",68.0
Bana Ne,93,2/14/2020,Eno,https://open.spotify.com/track/1nPIwg4Y7Iu1PUMqISI6D7,Switzerland,top200,NEW_ENTRY,10549,93,0.826,0.625,4.0,-8.102,0.0,0.171,0.335,0.0,0.186,0.816,140.099,194533.0,https://open.spotify.com/artist/3GBBxBdoolb0B5YizZq9bF,22.0,"['german drill', 'german hip hop']",57.0
Barcelona,29,3/3/2017,Ed Sheeran,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU,Switzerland,top200,NEW_ENTRY,14590,25,0.747,0.76,1.0,-4.294,1.0,0.187,0.448,0.0,0.153,0.682,99.975,191147.0,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,66.0,"['pop', 'uk pop']",92.0
Batman (feat. Jamule),74,2/8/2019,Kool Savas,https://open.spotify.com/track/4kNVt4uMKI9x53wnuYfWd3,Switzerland,top200,NEW_ENTRY,10682,74,0.804,0.747,1.0,-5.708,0.0,0.307,0.135,0.0,0.235,0.559,93.009,145248.0,https://open.spotify.com/artist/1SUu1Bi7ev9HbOzyVC77qD,42.0,"['deep german hip hop', 'german hip hop', 'turkish hip hop']",64.0
Beef,25,10/25/2019,Apache 207,https://open.spotify.com/track/1COyMUbpLCVDzRBKn4TQY4,Switzerland,top200,NEW_ENTRY,19313,25,0.903,0.715,0.0,-4.751,0.0,0.0425,0.0126,3.36e-05,0.0943,0.421,130.065,146880.0,https://open.spotify.com/artist/1qQLhymHXFPtP5U8KNKsm6,55.0,['german hip hop'],76.0
Bella ciao - HUGEL Remix,191,5/14/2018,El Profesor,https://open.spotify.com/track/2dQzfKRaMKUCQgMpOtpLTh,Switzerland,top200,NEW_ENTRY,3871,34,0.842,0.488,11.0,-7.856,0.0,0.0844,0.218,0.00718,0.0877,0.647,126.019,164955.0,https://open.spotify.com/artist/2gTcdmBwgyh3EORKIXCzlw,55.0,['house'],52.0
Benz Truck - ?????,111,11/16/2017,Lil Peep,https://open.spotify.com/track/22fRl49GSpRdu3J2EPj1i6,Switzerland,top200,NEW_ENTRY,4441,100,0.602,0.762,2.0,-6.149,0.0,0.0347,0.0498,0.00819,0.121,0.112,92.02,159987.0,https://open.spotify.com/artist/2kCcBybjl3SAtIcwdWpUe3,0.0,"['emo rap', 'lgbtq+ hip hop']",84.0
Berlin lebt - Instrumental,124,6/22/2018,Capital Bra,https://open.spotify.com/track/6V92EW63MPJT37d7IaGxsX,Switzerland,top200,NEW_ENTRY,6542,124,0.593,0.543,2.0,-10.727,1.0,0.0489,0.00161,0.867,0.0967,0.293,157.035,183843.0,https://open.spotify.com/artist/4WZGDpNwrC0vNQyl9QzF7d,0.0,['german hip hop'],71.0
Big Bad Wolf (feat. BACI),76,4/2/2021,Kontra K,https://open.spotify.com/track/453XFFLA4D028MrRuXBl9i,Switzerland,top200,NEW_ENTRY,10842,76,0.534,0.744,0.0,-6.916,0.0,0.213,0.0772,0.0,0.175,0.36,114.795,184764.0,https://open.spotify.com/artist/4lDiJcOJ2GLCK6p9q5BgfK,38.0,"['christlicher rap', 'german hip hop']",71.0
Big Money (feat. Lacrim),145,8/28/2020,Leto,https://open.spotify.com/track/3F7hfQuQFjAFEj8JTbF3tR,Switzerland,top200,NEW_ENTRY,8476,145,0.597,0.717,7.0,-7.958,0.0,0.622,0.133,0.0,0.0803,0.855,73.503,173787.0,https://open.spotify.com/artist/6HCBnyTBSLdb3TFn2ayulY,33.0,"['french hip hop', 'pop urbaine', 'rap francais']",68.0
